ability,item,moves
Magician,RoomService,DarkPulse PsychicNoise BrickBreak TrickRoom 
Disguise,LifeOrb,TrickRoom ShadowClaw PlayRough DestinyBond 
Guts,FlameOrb,Facade HeadlongRush FirePunch SwordsDance 
Pressure,HeavyDutyBoots,IceBeam FreezeDry DracoMeteor EarthPower 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb SlackOff 
PoisonHeal,ToxicOrb,Earthquake KnockOff Protect Toxic 
Sturdy,RockyHelmet,BodyPress IronDefense Roost StealthRock 
Infiltrator,HeavyDutyBoots,ThunderWave WillOWisp Hex DragonDarts 
SupremeOverlord,HeavyDutyBoots,SwordsDance KowtowCleave SuckerPunch IronHead 
ShieldDust,FocusSash,StickyWeb Moonblast StunSpore SkillSwap 
GoodasGold,AirBalloon,NastyPlot ShadowBall FocusBlast MakeItRain 
QuarkDrive,BoosterEnergy,FieryDance SludgeWave DazzlingGleam TeraBlast 
Contrary,Leftovers,LeafStorm LeechSeed Glare Substitute 
HugePower,SitrusBerry,BellyDrum PlayRough AquaJet KnockOff 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap DragonPulse Thunderbolt 
PsychicSurge,TerrainExtender,ExpandingForce DazzlingGleam Encore HealingWish 
MagicBounce,EjectButton,HealingWish Psychic DazzlingGleam Nuzzle 
Pressure,LifeOrb,NastyPlot ExpandingForce Thunderbolt Superpower 
WeakArmor,FocusSash,ShellSmash ShadowBall StoredPower TeraBlast 
QuarkDrive,BoosterEnergy,CalmMind ExpandingForce TachyonCutter FocusBlast 
RoughSkin,LoadedDice,SwordsDance ScaleShot Earthquake FireFang 
Stamina,AssaultVest,DracoMeteor FlashCannon TeraBlast BodyPress 
Drizzle,DampRock,KnockOff Surf Uturn Roost 
SwiftSwim,ChoiceBand,Liquidation FlipTurn CloseCombat AquaJet 
QuarkDrive,BoosterEnergy,VoltSwitch RapidSpin IceSpinner Earthquake 
SupremeOverlord,LumBerry,SwordsDance SuckerPunch KowtowCleave LowKick 
Contrary,ChoiceScarf,Moonblast EarthPower TeraBlast HealingWish 
Protosynthesis,ChoiceBand,DragonClaw FlareBlitz Earthquake RagingFury 
MagicBounce,EjectButton,HealingWish Psychic DazzlingGleam Nuzzle 
Drought,HeatRock,LavaPlume RapidSpin StealthRock BodyPress 
Protosynthesis,ChoiceSpecs,HydroSteam Flamethrower DracoMeteor FlipTurn 
SupremeOverlord,BlackGlasses,SwordsDance SuckerPunch KowtowCleave IronHead 
Protosynthesis,Leftovers,WeatherBall Thunderclap DragonPulse Thunderbolt 
Protosynthesis,Leftovers,Earthquake KnockOff IceSpinner RapidSpin 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
WaterAbsorb,WellspringMask,SwordsDance IvyCudgel HornLeech LowKick 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb ThunderWave 
Intimidate,Leftovers,StealthRock Earthquake GrassKnot Uturn 
VesselofRuin,Leftovers,Spikes Earthquake Whirlwind Ruination 
Sturdy,RockyHelmet,BodyPress IronDefense Roost StealthRock 
Pressure,HeavyDutyBoots,TripleAxel IceShard KnockOff SwordsDance 
Levitate,Leftovers,VoltSwitch HydroPump PainSplit ThunderWave 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance WillOWisp MorningSun 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb Toxic 
SandStream,ExpertBelt,KnockOff LowKick FireBlast IceBeam 
PoisonHeal,ToxicOrb,StealthRock Protect Earthquake Uturn 
SandRush,AirBalloon,SwordsDance Earthquake IronHead RapidSpin 
Justified,ChoiceSpecs,Surf SecretSword VacuumWave FlipTurn 
ThickFat,ChoiceBand,IcicleCrash IceShard Earthquake KnockOff 
Regenerator,RockyHelmet,StunSpore FoulPlay GigaDrain SludgeBomb 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap DracoMeteor Thunderbolt 
QuarkDrive,BoosterEnergy,Moonblast CloseCombat KnockOff Encore 
Protosynthesis,BoosterEnergy,DragonDance KnockOff Earthquake Acrobatics 
CursedBody,FocusSash,WillOWisp ThunderWave Hex DragonDarts 
Technician,LifeOrb,SwordsDance BulletPunch KnockOff CloseCombat 
Protosynthesis,BoosterEnergy,BulkUp HeadlongRush IceSpinner SupercellSlam 
Drought,HeatRock,StealthRock WillOWisp RapidSpin LavaPlume 
Protosynthesis,ChoiceBand,Outrage FlareBlitz Earthquake DragonClaw 
MagicBounce,EjectButton,HealingWish DazzlingGleam Nuzzle Psychic 
Protosynthesis,ChoiceSpecs,DracoMeteor FlipTurn HydroSteam Flamethrower 
Protosynthesis,ChoiceBand,KnockOff Outrage Earthquake Uturn 
SupremeOverlord,BlackGlasses,SwordsDance KowtowCleave IronHead SuckerPunch 
GoodasGold,HeavyDutyBoots,NastyPlot ShadowBall FocusBlast Recover 
Protosynthesis,Leftovers,Earthquake RapidSpin StealthRock IceSpinner 
Protosynthesis,BoosterEnergy,CalmMind Thunderbolt DragonPulse Thunderclap 
MagicGuard,Leftovers,CalmMind PsychicNoise Recover ShadowBall/FocusBlast 
Regenerator,AssaultVest,BleakwindStorm KnockOff Uturn HeatWave 
Pressure,HeavyDutyBoots,KnockOff TripleAxel IceShard SwordsDance 
DauntlessShield,MirrorHerb,BodyPress HeavySlam Crunch IronDefense 
Intimidate,RockyHelmet,EarthPower StealthRock Taunt Uturn 
GoodasGold,GrassySeed,NastyPlot ShadowBall MakeItRain Recover 
GrassySurge,AssaultVest,GrassyGlide KnockOff LowKick Uturn 
Infiltrator,FocusSash,DragonDarts Hex WillOWisp ThunderWave 
Protosynthesis,GrassySeed,FlareBlitz BreakingSwipe MorningSun DragonDance 
Protosynthesis,HeavyDutyBoots,KnockOff TemperFlare HeadlongRush RapidSpin 
Levitate,ChoiceSpecs,Thunderbolt DracoMeteor LusterPurge AuraSphere 
SupremeOverlord,Leftovers,SwordsDance SuckerPunch KowtowCleave IronHead 
PoisonHeal,ToxicOrb,Earthquake Spikes Protect Toxic 
LiquidVoice,AssaultVest,FlipTurn DrainingKiss PsychicNoise Moonblast 
Protean,ChoiceScarf,FlowerTrick TripleAxel KnockOff Uturn 
ClearBody,MentalHerb,TrickRoom StealthRock MistyExplosion DiamondStorm 
SupremeOverlord,BlackGlasses,SwordsDance KowtowCleave SuckerPunch IronHead 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap Thunderbolt DracoMeteor 
MagicBounce,FocusSash,TrickRoom HealingWish Psychic MysticalFire 
Sharpness,LifeOrb,SwordsDance CeaselessEdge AquaCutter AquaJet 
QuarkDrive,BoosterEnergy,TrickRoom Moonblast CloseCombat ShadowBall 
MagicBounce,FocusSash,TrickRoom HealingWish MysticalFire DrainingKiss 
Regenerator,HeavyDutyBoots,ChillyReception TrickRoom FutureSight Surf 
SupremeOverlord,BlackGlasses,SuckerPunch SwordsDance IronHead KowtowCleave 
Regenerator,LifeOrb,NastyPlot DragonPulse EnergyBall EarthPower 
FlashFire,AirBalloon,StealthRock MagmaStorm EarthPower FlashCannon 
Adaptability,ChoiceBand,AquaJet KnockOff Liquidation CloseCombat 
Pressure,ChoiceBand,LowKick KnockOff TripleAxel IceShard 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
Intimidate,Leftovers,StealthRock Uturn Earthquake Taunt 
Magician,ChoiceSpecs,DarkPulse Psychic FocusBlast Psyshock 
PoisonPuppeteer,HeavyDutyBoots,PartingShot Recover MalignantChain NightShade 
Pressure,RockyHelmet,Uturn Roost IronDefense BodyPress 
Pressure,ChoiceSpecs,FreezeDry IceBeam EarthPower DracoMeteor 
VesselofRuin,Leftovers,Whirlwind StealthRock Spikes Ruination 
GoodasGold,AirBalloon,NastyPlot Recover ShadowBall MakeItRain 
Protosynthesis,HeavyDutyBoots,RapidSpin KnockOff HeadlongRush IceSpinner 
Unaware,HeavyDutyBoots,WillOWisp ScorchingSands TorchSong SlackOff 
Protean,ChoiceScarf,Uturn KnockOff FlowerTrick TripleAxel 
SandStream,ExpertBelt,KnockOff LowKick FireBlast IceBeam 
SandRush,ChoiceBand,Earthquake IronHead RockSlide RapidSpin 
Infiltrator,HeavyDutyBoots,DracoMeteor Hex WillOWisp Uturn 
WaterAbsorb,WellspringMask,IvyCudgel HornLeech Taunt Uturn 
Pressure,Leftovers,BodyPress Defog Uturn Roost 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch TeraBlast 
Contrary,Leftovers,LeafStorm LeechSeed Glare Substitute 
Regenerator,HeavyDutyBoots,FutureSight SludgeBomb ThunderWave ChillyReception 
Pressure,ChoiceSpecs,FreezeDry IceBeam Blizzard EarthPower 
Intimidate,RockyHelmet,StealthRock EarthPower Taunt Uturn 
Protosynthesis,Leftovers,BulkUp Earthquake HeadSmash RapidSpin 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave IronHead SuckerPunch 
Drizzle,DampRock,Surf Uturn Hurricane Roost 
SwiftSwim,ChoiceBand,Liquidation FlipTurn AquaJet CloseCombat 
GrassySurge,AssaultVest,GrassyGlide WoodHammer HighHorsepower Uturn 
Stamina,AssaultVest,DracoMeteor FlashCannon ElectroShot BodyPress 
QuarkDrive,BoosterEnergy,Earthquake IceSpinner RapidSpin StealthRock 
Sharpness,MysticWater,CeaselessEdge RazorShell AquaJet SwordsDance 
Stamina,Leftovers,DragonTail FlashCannon BodyPress StealthRock 
GrassySurge,ChoiceBand,GrassyGlide WoodHammer DrainPunch Uturn 
Protosynthesis,Leftovers,HeadlongRush KnockOff RapidSpin BulkUp 
MagicBounce,Leftovers,DrainingKiss Psyshock MysticalFire CalmMind 
SupremeOverlord,Leftovers,KowtowCleave SuckerPunch LowKick SwordsDance 
Torrent,AssaultVest,Surf Moonblast DrainingKiss FlipTurn 
Contrary,Leftovers,LeafStorm Glare LeechSeed Substitute 
Infiltrator,Leftovers,DragonDarts Hex ThunderWave Substitute 
Regenerator,HeavyDutyBoots,FutureSight SludgeBomb ThunderWave ChillyReception 
Static,HeavyDutyBoots,Hurricane VoltSwitch Roost ThunderWave 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin StealthRock 
SupremeOverlord,AirBalloon,IronHead LowKick SuckerPunch SwordsDance 
SandStream,AssaultVest,KnockOff StoneEdge IceBeam LowKick 
SandRush,Leftovers,SwordsDance Earthquake IronHead RapidSpin 
Levitate,Leftovers,HydroPump VoltSwitch WillOWisp PainSplit 
Regenerator,AssaultVest,KnockOff Uturn BleakwindStorm HeatWave 
Protosynthesis,Leftovers,StealthRock HeadlongRush IceSpinner RapidSpin 
SupremeOverlord,Leftovers,SwordsDance SuckerPunch KowtowCleave IronHead 
Protean,HeavyDutyBoots,KnockOff FlowerTrick Uturn TripleAxel 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb Toxic 
Levitate,Leftovers,VoltSwitch HydroPump PainSplit WillOWisp 
Protosynthesis,Leftovers,HeadlongRush RapidSpin IceSpinner BulkUp 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake Roost 
FlameBody,Leftovers,StealthRock MagmaStorm EarthPower Protect 
SnowWarning,LightClay,Moonblast Snowscape Encore AuroraVeil 
DauntlessShield,Leftovers,BodyPress Crunch Substitute IronDefense 
FlameBody,HeavyDutyBoots,FireBlast BugBuzz TeraBlast QuiverDance 
GrassySurge,ChoiceBand,GrassyGlide WoodHammer KnockOff Uturn 
Hydration,HeavyDutyBoots,Surf AlluringVoice EnergyBall TailGlow 
Guts,FlameOrb,Facade HeadlongRush FirePunch SwordsDance 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance GigaDrain TeraBlast 
SupremeOverlord,Leftovers,SwordsDance TeraBlast SuckerPunch IronHead 
WaterAbsorb,WellspringMask,SwordsDance IvyCudgel Trailblaze LowKick 
PoisonHeal,ToxicOrb,Protect Uturn Spikes Earthquake 
Levitate,Leftovers,CalmMind Moonlight StoredPower Moonblast 
MagnetPull,Leftovers,IronDefense BodyPress Thunderbolt Protect 
Protosynthesis,HeavyDutyBoots,HeadlongRush TemperFlare IceSpinner RapidSpin 
Pressure,RockyHelmet,BodyPress Defog Uturn Roost 
WaterAbsorb,BlackSludge,Earthquake Spikes Recover Toxic 
SupremeOverlord,BlackGlasses,KowtowCleave IronHead LowKick SuckerPunch 
FlashFire,Leftovers,BulkUp BitterBlade ShadowSneak Taunt 
Imposter,ChoiceScarf,Transform None None None 
Technician,LoadedDice,TidyUp TailSlap TripleAxel KnockOff 
MagnetPull,ChoiceSpecs,Thunderbolt VoltSwitch FlashCannon TeraBlast 
Intimidate,RockyHelmet,StealthRock Earthquake Uturn GrassKnot 
Torrent,AssaultVest,Surf Moonblast FlipTurn PsychicNoise 
Protean,ChoiceScarf,KnockOff FlowerTrick TripleAxel Uturn 
Protosynthesis,HeavyDutyBoots,DragonDance FlareBlitz Earthquake MorningSun 
Pressure,LightClay,Reflect LightScreen PsychoBoost Taunt 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance BugBuzz TeraBlast 
QuarkDrive,BoosterEnergy,SwordsDance MightyCleave Earthquake Taunt 
SupremeOverlord,Leftovers,SwordsDance SuckerPunch KowtowCleave TeraBlast 
Levitate,Leftovers,Agility CalmMind StoredPower AuraSphere 
PoisonHeal,ToxicOrb,SwordsDance Agility Earthquake DualWingbeat 
Prankster,LightClay,LightScreen Reflect Taunt PartingShot 
Protosynthesis,TerrainExtender,ElectricTerrain RisingVoltage CalmMind DragonPulse 
QuarkDrive,HeavyDutyBoots,RapidSpin Earthquake KnockOff IronHead 
QuarkDrive,FocusSash,SwordsDance CloseCombat KnockOff PoisonJab 
QuarkDrive,LifeOrb,SwordsDance CloseCombat Earthquake MightyCleave 
Regenerator,HeavyDutyBoots,FutureSight ChillyReception SludgeBomb ThunderWave 
WaterAbsorb,WellspringMask,KnockOff IvyCudgel SpikyShield HornLeech 
Unaware,Leftovers,HighHorsepower Toxic Spikes PoisonJab 
Unaware,HeavyDutyBoots,StoredPower Moonblast Wish CosmicPower 
Overgrow,ChoiceBand,GrassyGlide WoodHammer Uturn HighHorsepower 
Pressure,ChoiceSpecs,IceBeam FreezeDry EarthPower DracoMeteor 
Prankster,Leftovers,WillOWisp SunnyDay NightShade Recover 
SupremeOverlord,AirBalloon,SwordsDance KowtowCleave IronHead SuckerPunch 
ToxicDebris,FocusSash,MortalSpin EarthPower PowerGem StealthRock 
DauntlessShield,Leftovers,IronDefense BodyPress Crunch Substitute 
Multiscale,HeavyDutyBoots,DragonDance Earthquake ExtremeSpeed Encore 
FlameBody,HeavyDutyBoots,QuiverDance SunnyDay BugBuzz MorningSun 
Protosynthesis,BoosterEnergy,DragonDance KnockOff Acrobatics Taunt 
Stamina,AssaultVest,DracoMeteor FlashCannon BodyPress ElectroShot 
Drizzle,DampRock,Uturn Surf Roost Hurricane 
SwiftSwim,ChoiceBand,FlipTurn CloseCombat Liquidation Crunch 
Pressure,ChoiceSpecs,EarthPower FreezeDry IceBeam DracoMeteor 
Defiant,AirBalloon,SuckerPunch SwordsDance LowKick IronHead 
Protosynthesis,BoosterEnergy,CalmMind DracoMeteor Thunderclap Thunderbolt 
Drizzle,DampRock,Uturn Hurricane Surf Roost 
SwiftSwim,ChoiceBand,FlipTurn Liquidation CloseCombat IceFang 
SwiftSwim,LifeOrb,AquaJet PoisonJab Crunch SwordsDance 
Static,HeavyDutyBoots,Thunder Hurricane Uturn Roost 
Protosynthesis,ChoiceScarf,HydroSteam DracoMeteor Hurricane DragonPulse 
QuarkDrive,Leftovers,RapidSpin EarthPower VoltSwitch StealthRock 
Pickpocket,LifeOrb,TripleAxel KnockOff IceShard LowKick 
Torrent,CustapBerry,CalmMind Moonblast HydroPump Substitute 
Intimidate,RockyHelmet,EarthPower Taunt StealthRock Uturn 
Protosynthesis,BoosterEnergy,KnockOff Acrobatics Earthquake DragonDance 
Technician,LifeOrb,BulletPunch KnockOff CloseCombat SwordsDance 
Protosynthesis,BoosterEnergy,Thunderbolt DragonPulse Thunderclap CalmMind 
GrassySurge,ChoiceBand,GrassyGlide Uturn WoodHammer KnockOff 
Protosynthesis,Leftovers,CalmMind Thunderclap DragonPulse Taunt 
Protosynthesis,Leftovers,RapidSpin IceSpinner KnockOff HeadlongRush 
QuarkDrive,BoosterEnergy,TachyonCutter CalmMind Psyshock TeraBlast 
PurifyingSalt,Leftovers,Curse SaltCure Protect Recover 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed FirePunch DragonClaw 
ToxicDebris,FocusSash,PowerGem EarthPower MortalSpin StealthRock 
WaterAbsorb,WellspringMask,IvyCudgel PowerWhip PlayRough SwordsDance 
DauntlessShield,Leftovers,IronDefense BodyPress HeavySlam Crunch 
MagicBounce,Leftovers,CalmMind DrainingKiss Psyshock MysticalFire 
GoodasGold,AirBalloon,NastyPlot ShadowBall Recover DazzlingGleam 
QuarkDrive,BoosterEnergy,KnockOff Hurricane EarthPower Taunt 
Regenerator,HeavyDutyBoots,Scald FlipTurn Wish Protect 
SwiftSwim,ChoiceBand,Liquidation FlipTurn CloseCombat AquaJet 
QuarkDrive,BoosterEnergy,StealthRock RapidSpin SteelBeam EarthPower 
Drizzle,DampRock,Surf Uturn Roost Hurricane 
Stamina,AssaultVest,DracoMeteor FlashCannon BodyPress ElectroShot 
Pressure,HeavyDutyBoots,IceBeam FreezeDry EarthPower DracoMeteor 
Drizzle,DampRock,Uturn WeatherBall Hurricane Roost 
QuarkDrive,BoosterEnergy,StealthRock RapidSpin EarthPower VoltSwitch 
Protosynthesis,ShucaBerry,CalmMind DragonPulse Thunderclap WeatherBall 
SwiftSwim,ChoiceBand,Liquidation FlipTurn CloseCombat AquaJet 
Stamina,AssaultVest,ElectroShot DracoMeteor FlashCannon BodyPress 
QuarkDrive,BoosterEnergy,SwordsDance Liquidation CloseCombat KnockOff 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
Libero,HeavyDutyBoots,PyroBall SuckerPunch CourtChange Uturn 
Intimidate,RockyHelmet,Earthquake SmackDown Taunt Uturn 
QuarkDrive,BoosterEnergy,Moonblast CloseCombat KnockOff Encore 
Pressure,ChoiceSpecs,DracoMeteor FreezeDry EarthPower Blizzard 
Regenerator,HeavyDutyBoots,Toxic FutureSight SlackOff ChillyReception 
Drizzle,DampRock,Surf Uturn Roost Hurricane 
BattleBond,LifeOrb,WaterShuriken Surf IceBeam GrassKnot 
Technician,WideLens,PopulationBomb TidyUp Encore Bite 
Static,ChoiceSpecs,Thunder Hurricane VoltSwitch TeraBlast 
SwiftSwim,ChoiceBand,WaveCrash Liquidation IceSpinner AquaJet 
VoltAbsorb,LeppaBerry,RevivalBlessing CloseCombat DoubleShock Encore 
Drizzle,DampRock,Surf Uturn Hurricane Roost 
SwiftSwim,ChoiceBand,Liquidation FlipTurn AquaJet CloseCombat 
Stamina,AssaultVest,DracoMeteor FlashCannon ElectroShot BodyPress 
QuarkDrive,BoosterEnergy,StealthRock EarthPower VoltSwitch RapidSpin 
Sharpness,AssaultVest,CeaselessEdge SacredSword RazorShell AquaJet 
GrassySurge,ChoiceBand,GrassyGlide WoodHammer KnockOff Uturn 
SandRush,Leftovers,Earthquake IronHead SwordsDance TeraBlast 
WaterAbsorb,WellspringMask,IvyCudgel HornLeech LowKick SwordsDance 
Pressure,RockyHelmet,Uturn BodyPress Roost IronDefense 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
SandStream,SmoothRock,KnockOff IcePunch StealthRock LowKick 
MagicBounce,Leftovers,DrainingKiss Psyshock Nuzzle MysticalFire 
FlameBody,HeavyDutyBoots,Flamethrower BugBuzz GigaDrain QuiverDance 
SandRush,Leftovers,Earthquake IronHead SwordsDance RapidSpin 
Pressure,HeavyDutyBoots,IceBeam FreezeDry EarthPower ScaleShot 
Regenerator,RockyHelmet,FlipTurn Wish Tickle IcyWind 
LiquidVoice,Leftovers,CalmMind Moonblast PsychicNoise Encore 
PoisonHeal,ToxicOrb,Earthquake StealthRock Uturn Protect 
RoughSkin,RoseliBerry,SwordsDance StealthRock Earthquake ScaleShot 
Stamina,EjectPack,Earthquake FlashCannon BodyPress DracoMeteor 
Pressure,ChoiceSpecs,IceBeam FreezeDry DracoMeteor EarthPower 
Infiltrator,HeavyDutyBoots,DragonDarts Hex WillOWisp Uturn 
Protosynthesis,HeavyDutyBoots,DragonDance FlareBlitz Earthquake MorningSun 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake Roost 
BadDreams,Leftovers,DarkPulse IceBeam SludgeBomb NastyPlot 
ToxicDebris,AirBalloon,PowerGem EarthPower StealthRock MortalSpin 
SupremeOverlord,AirBalloon,KowtowCleave LowKick SuckerPunch SwordsDance 
Protosynthesis,BoosterEnergy,HeatCrash Earthquake DragonDance MorningSun 
DauntlessShield,Leftovers,IronDefense BodyPress Crunch IronHead 
Protosynthesis,BoosterEnergy,Agility HydroSteam DragonPulse SunnyDay 
Drizzle,DampRock,Hurricane Surf Roost Uturn 
Stamina,AssaultVest,ElectroShot FlashCannon BodyPress DracoMeteor 
SwiftSwim,ChoiceBand,Liquidation CloseCombat FlipTurn AquaJet 
QuarkDrive,BoosterEnergy,StealthRock Earthquake RapidSpin VoltSwitch 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap TeraBlast Thunderbolt 
Torrent,AssaultVest,WeatherBall FlipTurn Moonblast PsychicNoise 
Drizzle,DampRock,Hurricane Surf Roost Uturn 
Stamina,AssaultVest,ElectroShot FlashCannon BodyPress DracoMeteor 
SwiftSwim,ChoiceBand,Liquidation CloseCombat FlipTurn AquaJet 
QuarkDrive,BoosterEnergy,StealthRock Earthquake RapidSpin VoltSwitch 
Protosynthesis,BoosterEnergy,CalmMind Thunderclap TeraBlast Thunderbolt 
Torrent,AssaultVest,WeatherBall FlipTurn Moonblast DrainingKiss 
DrySkin,Eviolite,VacuumWave SludgeWave NastyPlot FocusBlast 
GrassySurge,Eviolite,GrassyGlide KnockOff DrainPunch Uturn 
SpeedBoost,LifeOrb,FlipTurn Crunch PsychicFangs Protect 
MagicBounce,Eviolite,Psychic HeatWave Roost Uturn 
Regenerator,Eviolite,Scald SludgeBomb Covet Recover 
Defiant,Eviolite,KnockOff IronHead SuckerPunch StealthRock 
Drizzle,ChoiceSpecs,WeatherBall Hurricane Uturn Surf 
SwiftSwim,ChoiceBand,Liquidation AquaJet FlipTurn CloseCombat 
GrassySurge,AssaultVest,GrassyGlide Uturn DrainPunch KnockOff 
Stamina,Leftovers,DracoMeteor ElectroShot BodyPress FlashCannon 
Protosynthesis,BoosterEnergy,DragonDance FlareBlitz Earthquake Substitute 
QuarkDrive,BoosterEnergy,Earthquake RapidSpin IceSpinner StealthRock 
BadDreams,HeavyDutyBoots,KnockOff WillOWisp SludgeBomb DarkPulse 
WaterAbsorb,WellspringMask,Spikes IvyCudgel Superpower Uturn 
GoodasGold,Leftovers,Hex Recover FocusBlast ThunderWave 
FlameBody,AirBalloon,MagmaStorm EarthPower Taunt WillOWisp 
Protosynthesis,HeavyDutyBoots,StealthRock HeadlongRush KnockOff RapidSpin 
QuarkDrive,BoosterEnergy,ZenHeadbutt MightyCleave Earthquake SwordsDance 
Triage,LifeOrb,DrainingKiss StoredPower Growth Synthesis 
Drought,ChoiceScarf,WeatherBall Encore HealingWish Memento 
Protosynthesis,BoosterEnergy,KnockOff Acrobatics Earthquake DragonDance 
FlashFire,AirBalloon,MagmaStorm EarthPower Taunt StealthRock 
MagicBounce,AssaultVest,Psyshock DrainingKiss MysticalFire Nuzzle 
Protosynthesis,EjectPack,HydroSteam DracoMeteor DragonPulse Substitute 
Pressure,Leftovers,Protect Substitute DragonDance IcicleSpear 
WaterAbsorb,Leftovers,Protect Amnesia Curse BodyPress 
Levitate,Leftovers,ThunderWave Moonblast Moonlight LunarDance 
ClearBody,Leftovers,Protect Amnesia IronDefense BodyPress 
Pressure,Leftovers,Protect CalmMind Scald Substitute 
Pressure,Leftovers,Protect Substitute CosmicPower NightShade 
Protosynthesis,MysticWater,HydroSteam DracoMeteor WeatherBall FlipTurn 
Drizzle,DampRock,Surf Uturn Hurricane Roost 
SwiftSwim,ChoiceBand,Liquidation FlipTurn AquaJet CloseCombat 
Stamina,AssaultVest,DracoMeteor ElectroShot BodyPress Earthquake 
QuarkDrive,EjectButton,EarthPower RapidSpin StealthRock VoltSwitch 
Sharpness,AssaultVest,CeaselessEdge RazorShell AquaJet SuckerPunch 
