pkmn,ability,item,team,moves
Dragapult,Infiltrator,HeavyDutyBoots,Skarmory TingLu Meowscarada Skeledirge SlowkingGalar ,DragonDarts Hex WillOWisp Uturn 
Skeledirge,Unaware,HeavyDutyBoots,Skarmory TingLu Meowscarada Dragapult SlowkingGalar ,TorchSong EarthPower WillOWisp SlackOff 
SlowkingGalar,Regenerator,HeavyDutyBoots,Skarmory TingLu Meowscarada Dragapult Skeledirge ,SludgeBomb FutureSight Toxic ChillyReception 
Kyurem,Pressure,LoadedDice,Hatterene Dragonite GreatTusk Enamorus GougingFire ,DragonDance ScaleShot IcicleSpear IronHead 
Hatterene,MagicBounce,EjectButton,Kyurem Dragonite GreatTusk Enamorus GougingFire ,HealingWish Psychic DazzlingGleam Nuzzle 
Dragonite,Multiscale,WeaknessPolicy,Kyurem Hatterene GreatTusk Enamorus GougingFire ,DragonDance ExtremeSpeed Earthquake FirePunch 
GreatTusk,Protosynthesis,Leftovers,Kyurem Hatterene Dragonite Enamorus GougingFire ,RapidSpin IceSpinner HeadlongRush Earthquake 
Enamorus,Contrary,ChoiceScarf,Kyurem Hatterene Dragonite GreatTusk GougingFire ,Moonblast EarthPower TeraBlast HealingWish 
GougingFire,Protosynthesis,HeavyDutyBoots,Kyurem Hatterene Dragonite GreatTusk Enamorus ,DragonDance FlareBlitz Earthquake MorningSun 
Forretress,Sturdy,ChoiceBand,Jirachi Tyranitar Excadrill Gliscor Lycanroc ,VoltSwitch Explosion GyroBall ThunderWave 
Jirachi,SereneGrace,Leftovers,Forretress Tyranitar Excadrill Gliscor Lycanroc ,IronHead Uturn Wish ThunderWave 
Tyranitar,SandStream,SmoothRock,Forretress Jirachi Excadrill Gliscor Lycanroc ,Crunch KnockOff StealthRock ThunderPunch 
Excadrill,SandRush,LoadedDice,Forretress Jirachi Tyranitar Gliscor Lycanroc ,Earthquake RapidSpin SwordsDance IronHead 
Gliscor,PoisonHeal,ToxicOrb,Forretress Jirachi Tyranitar Excadrill Lycanroc ,Earthquake Spikes Protect Toxic 
Lycanroc,SandRush,LoadedDice,Forretress Jirachi Tyranitar Excadrill Gliscor ,CloseCombat SuckerPunch DrillRun RockBlast 
Forretress,Sturdy,ChoiceBand,Jirachi Toxapex Dragapult GreatTusk Gholdengo ,VoltSwitch Explosion GyroBall ThunderWave 
Jirachi,SereneGrace,Leftovers,Forretress Toxapex Dragapult GreatTusk Gholdengo ,IronHead Uturn Wish ThunderWave 
Toxapex,Regenerator,Leftovers,Forretress Jirachi Dragapult GreatTusk Gholdengo ,Surf Recover BanefulBunker Haze 
Dragapult,Infiltrator,HeavyDutyBoots,Forretress Jirachi Toxapex GreatTusk Gholdengo ,DragonDarts Hex WillOWisp Uturn 
GreatTusk,Protosynthesis,Leftovers,Forretress Jirachi Toxapex Dragapult Gholdengo ,RapidSpin IceSpinner HeadlongRush Earthquake 
Gholdengo,GoodasGold,AirBalloon,Forretress Jirachi Toxapex Dragapult GreatTusk ,ThunderWave Hex Recover MakeItRain 
Alomomola,Regenerator,HeavyDutyBoots,Dondozo Blissey TingLu Corviknight Toxapex ,Wish Protect Whirlpool MirrorCoat 
Dondozo,Unaware,HeavyDutyBoots,Alomomola Blissey TingLu Corviknight Toxapex ,Avalanche/Waterfall BodyPress/Curse Rest SleepTalk 
Blissey,NaturalCure,HeavyDutyBoots,Alomomola Dondozo TingLu Corviknight Toxapex ,Protect/HealBell SoftBoiled SeismicToss CalmMind 
TingLu,VesselofRuin,HeavyDutyBoots,Alomomola Dondozo Blissey Corviknight Toxapex ,Spikes StealthRock/Protect Rest Earthquake 
Corviknight,Pressure,HeavyDutyBoots,Alomomola Dondozo Blissey TingLu Toxapex ,IronDefense BodyPress Defog Roost 
Toxapex,Regenerator,HeavyDutyBoots,Alomomola Dondozo Blissey TingLu Corviknight ,PoisonJab Recover Toxic Haze 
Blissey,NaturalCure,HeavyDutyBoots,Cyclizar Alomomola Dondozo Clodsire Corviknight ,StealthRock SoftBoiled Protect SeismicToss 
Cyclizar,Regenerator,HeavyDutyBoots,Blissey Alomomola Dondozo Clodsire Corviknight ,KnockOff RapidSpin Uturn Overheat 
Alomomola,Regenerator,HeavyDutyBoots,Blissey Cyclizar Dondozo Clodsire Corviknight ,Wish Protect Whirlpool ChillingWater 
Dondozo,Unaware,HeavyDutyBoots,Blissey Cyclizar Alomomola Clodsire Corviknight ,BodyPress Rest SleepTalk Avalanche 
Clodsire,Unaware,HeavyDutyBoots,Blissey Cyclizar Alomomola Dondozo Corviknight ,Amnesia Recover Spikes PoisonJab 
Corviknight,Pressure,HeavyDutyBoots,Blissey Cyclizar Alomomola Dondozo Clodsire ,BraveBird IronDefense Defog Roost 
Alomomola,Regenerator,HeavyDutyBoots,Dondozo Clodsire Moltres GastrodonEast Blissey ,Wish Protect Whirlpool ChillingWater 
Dondozo,Unaware,HeavyDutyBoots,Alomomola Clodsire Moltres GastrodonEast Blissey ,Waterfall Curse Rest SleepTalk 
Clodsire,Unaware,HeavyDutyBoots,Alomomola Dondozo Moltres GastrodonEast Blissey ,Spikes Recover Amnesia Toxic 
Moltres,FlameBody,HeavyDutyBoots,Alomomola Dondozo Clodsire GastrodonEast Blissey ,Roost WillOWisp Uturn Flamethrower 
GastrodonEast,StickyHold,HeavyDutyBoots,Alomomola Dondozo Clodsire Moltres Blissey ,Recover Counter ClearSmog StealthRock 
Blissey,NaturalCure,HeavyDutyBoots,Alomomola Dondozo Clodsire Moltres GastrodonEast ,Protect SoftBoiled Copycat SeismicToss 
Ditto,Imposter,ChoiceScarf,Ditto Ditto Ditto Ditto Smeargle ,Transform None None None 
Ditto,Imposter,ChoiceScarf,Ditto Ditto Ditto Ditto Smeargle ,Transform None None None 
Ditto,Imposter,ChoiceScarf,Ditto Ditto Ditto Ditto Smeargle ,Transform None None None 
Ditto,Limber,ChoiceScarf,Ditto Ditto Ditto Ditto Smeargle ,Transform None None None 
Ditto,Limber,ChoiceScarf,Ditto Ditto Ditto Ditto Smeargle ,Transform None None None 
Smeargle,OwnTempo,FocusSash,Ditto Ditto Ditto Ditto Ditto ,Spore StoneAxe CeaselessEdge StickyWeb 
Pecharunt,PoisonPuppeteer,Leftovers,Blissey Hatterene Gliscor TingLu Dondozo ,Hex PartingShot Toxic Recover 
Blissey,NaturalCure,Leftovers,Pecharunt Hatterene Gliscor TingLu Dondozo ,CalmMind HealBell SoftBoiled SeismicToss 
Hatterene,MagicBounce,HeavyDutyBoots,Pecharunt Blissey Gliscor TingLu Dondozo ,Nuzzle Psychic DrainingKiss CalmMind 
Gliscor,PoisonHeal,ToxicOrb,Pecharunt Blissey Hatterene TingLu Dondozo ,ToxicSpikes Protect Toxic Earthquake 
TingLu,VesselofRuin,Leftovers,Pecharunt Blissey Hatterene Gliscor Dondozo ,Spikes Earthquake Whirlwind StealthRock 
Dondozo,Unaware,Leftovers,Pecharunt Blissey Hatterene Gliscor TingLu ,Liquidation SleepTalk Rest Curse 
Pecharunt,PoisonPuppeteer,AirBalloon,Toedscruel Meowscarada IronHands Hatterene SamurottHisui ,MalignantChain Hex NastyPlot Recover 
Toedscruel,MyceliumMight,AssaultVest,Pecharunt Meowscarada IronHands Hatterene SamurottHisui ,RapidSpin DazzlingGleam GigaDrain EarthPower 
Meowscarada,Protean,ChoiceScarf,Pecharunt Toedscruel IronHands Hatterene SamurottHisui ,TripleAxel KnockOff FlowerTrick PlayRough 
IronHands,QuarkDrive,AssaultVest,Pecharunt Toedscruel Meowscarada Hatterene SamurottHisui ,DrainPunch Earthquake SupercellSlam IcePunch 
Hatterene,MagicBounce,Leftovers,Pecharunt Toedscruel Meowscarada IronHands SamurottHisui ,CalmMind DrainingKiss Psyshock ShadowBall 
SamurottHisui,Sharpness,ChoiceScarf,Pecharunt Toedscruel Meowscarada IronHands Hatterene ,AquaCutter CeaselessEdge SacredSword XScissor 
Dragapult,Infiltrator,ChoiceSpecs,Corviknight Garganacl GreatTusk IronValiant Meowscarada ,DracoMeteor ShadowBall Flamethrower Uturn 
Corviknight,Pressure,RockyHelmet,Dragapult Garganacl GreatTusk IronValiant Meowscarada ,BraveBird Uturn Defog Roost 
Garganacl,PurifyingSalt,Leftovers,Dragapult Corviknight GreatTusk IronValiant Meowscarada ,SaltCure Recover Protect Earthquake 
GreatTusk,Protosynthesis,Leftovers,Dragapult Corviknight Garganacl IronValiant Meowscarada ,Earthquake StealthRock BodyPress RapidSpin 
IronValiant,QuarkDrive,BoosterEnergy,Dragapult Corviknight Garganacl GreatTusk Meowscarada ,CalmMind Moonblast AuraSphere ShadowBall 
Meowscarada,Protean,ChoiceScarf,Dragapult Corviknight Garganacl GreatTusk IronValiant ,FlowerTrick KnockOff Uturn TripleAxel 
Lokix,TintedLens,LifeOrb,Ampharos Corviknight IronBoulder SamurottHisui Clefable ,LeechLife FirstImpression KnockOff Uturn 
Ampharos,Static,AssaultVest,Lokix Corviknight IronBoulder SamurottHisui Clefable ,VoltSwitch DazzlingGleam FocusBlast DragonTail 
Corviknight,Pressure,HeavyDutyBoots,Lokix Ampharos IronBoulder SamurottHisui Clefable ,Defog Roost BodyPress IronDefense 
IronBoulder,QuarkDrive,BoosterEnergy,Lokix Ampharos Corviknight SamurottHisui Clefable ,SwordsDance MightyCleave Earthquake ZenHeadbutt 
SamurottHisui,Sharpness,ChoiceScarf,Lokix Ampharos Corviknight IronBoulder Clefable ,CeaselessEdge FlipTurn RazorShell SuckerPunch 
Clefable,Unaware,HeavyDutyBoots,Lokix Ampharos Corviknight IronBoulder SamurottHisui ,Wish Protect Moonblast StealthRock 
Kyurem,Pressure,ChoiceSpecs,SlowkingGalar Skarmory Clefable Dragapult GreatTusk ,IceBeam FreezeDry DracoMeteor EarthPower 
SlowkingGalar,Regenerator,ShucaBerry,Kyurem Skarmory Clefable Dragapult GreatTusk ,FutureSight ThunderWave SludgeBomb ChillyReception 
Skarmory,Sturdy,RockyHelmet,Kyurem SlowkingGalar Clefable Dragapult GreatTusk ,Spikes BodyPress IronDefense Roost 
Clefable,MagicGuard,Leftovers,Kyurem SlowkingGalar Skarmory Dragapult GreatTusk ,Moonblast StealthRock Wish Protect 
Dragapult,Infiltrator,HeavyDutyBoots,Kyurem SlowkingGalar Skarmory Clefable GreatTusk ,DragonDarts Hex WillOWisp Uturn 
GreatTusk,Protosynthesis,HeavyDutyBoots,Kyurem SlowkingGalar Skarmory Clefable Dragapult ,HeadlongRush TemperFlare KnockOff RapidSpin 
Toxapex,Merciless,Leftovers,Glimmora Gholdengo Gliscor IronMoth GreatTusk ,Toxic Hex Venoshock Surf 
Glimmora,ToxicDebris,FocusSash,Toxapex Gholdengo Gliscor IronMoth GreatTusk ,MortalSpin EarthPower SludgeWave PowerGem 
Gholdengo,GoodasGold,AirBalloon,Toxapex Glimmora Gliscor IronMoth GreatTusk ,NastyPlot Hex Recover MakeItRain 
Gliscor,PoisonHeal,ToxicOrb,Toxapex Glimmora Gholdengo IronMoth GreatTusk ,Earthquake Spikes Protect Toxic 
IronMoth,QuarkDrive,BoosterEnergy,Toxapex Glimmora Gholdengo Gliscor GreatTusk ,FieryDance Venoshock DazzlingGleam EnergyBall 
GreatTusk,Protosynthesis,BoosterEnergy,Toxapex Glimmora Gholdengo Gliscor IronMoth ,BulkUp HeadlongRush IceSpinner CloseCombat 
SamurottHisui,Sharpness,ChoiceScarf,Pecharunt Hatterene HoopaUnbound Kingambit LandorusTherian ,CeaselessEdge KnockOff AquaCutter FlipTurn 
Pecharunt,PoisonPuppeteer,RockyHelmet,SamurottHisui Hatterene HoopaUnbound Kingambit LandorusTherian ,PartingShot ShadowBall MalignantChain Recover 
Hatterene,MagicBounce,Leftovers,SamurottHisui Pecharunt HoopaUnbound Kingambit LandorusTherian ,DrainingKiss Psyshock CalmMind Nuzzle 
HoopaUnbound,Magician,AssaultVest,SamurottHisui Pecharunt Hatterene Kingambit LandorusTherian ,KnockOff GrassKnot FocusBlast GunkShot 
Kingambit,SupremeOverlord,AirBalloon,SamurottHisui Pecharunt Hatterene HoopaUnbound LandorusTherian ,KowtowCleave SwordsDance LowKick SuckerPunch 
LandorusTherian,Intimidate,RockyHelmet,SamurottHisui Pecharunt Hatterene HoopaUnbound Kingambit ,StealthRock EarthPower GrassKnot Uturn 
Gallade,Sharpness,LifeOrb,Smeargle IronCrown Kingambit Gholdengo RagingBolt ,SacredSword PsychoCut TripleAxel NightSlash 
Smeargle,Technician,FocusSash,Gallade IronCrown Kingambit Gholdengo RagingBolt ,StickyWeb Spore CeaselessEdge MortalSpin 
IronCrown,QuarkDrive,AirBalloon,Gallade Smeargle Kingambit Gholdengo RagingBolt ,VoltSwitch PsychicNoise TachyonCutter FocusBlast 
Kingambit,SupremeOverlord,BlackGlasses,Gallade Smeargle IronCrown Gholdengo RagingBolt ,SwordsDance KowtowCleave SuckerPunch LowKick 
Gholdengo,GoodasGold,AirBalloon,Gallade Smeargle IronCrown Kingambit RagingBolt ,NastyPlot ShadowBall MakeItRain FocusBlast 
RagingBolt,Protosynthesis,BoosterEnergy,Gallade Smeargle IronCrown Kingambit Gholdengo ,CalmMind Thunderclap DragonPulse Thunderbolt 
Ribombee,ShieldDust,FocusSash,GreatTusk Gholdengo RoaringMoon Manaphy IronBoulder ,StickyWeb Moonblast StunSpore SkillSwap 
GreatTusk,Protosynthesis,BoosterEnergy,Ribombee Gholdengo RoaringMoon Manaphy IronBoulder ,HeadlongRush IceSpinner TemperFlare RapidSpin 
Gholdengo,GoodasGold,AirBalloon,Ribombee GreatTusk RoaringMoon Manaphy IronBoulder ,NastyPlot ShadowBall MakeItRain FocusBlast 
RoaringMoon,Protosynthesis,BoosterEnergy,Ribombee GreatTusk Gholdengo Manaphy IronBoulder ,DragonDance KnockOff Taunt Acrobatics 
Manaphy,Hydration,Leftovers,Ribombee GreatTusk Gholdengo RoaringMoon IronBoulder ,TailGlow Surf DazzlingGleam IceBeam 
IronBoulder,QuarkDrive,BoosterEnergy,Ribombee GreatTusk Gholdengo RoaringMoon Manaphy ,SwordsDance MightyCleave Earthquake ZenHeadbutt 
Pelipper,Drizzle,DampRock,Kingdra Barraskewda Archaludon Jirachi GreatTusk ,Surf Hurricane Uturn Roost 
Kingdra,SwiftSwim,ChoiceSpecs,Pelipper Barraskewda Archaludon Jirachi GreatTusk ,WeatherBall DracoMeteor Hurricane HydroPump 
Barraskewda,SwiftSwim,ChoiceBand,Pelipper Kingdra Archaludon Jirachi GreatTusk ,Liquidation CloseCombat AquaJet FlipTurn 
Archaludon,Stamina,AssaultVest,Pelipper Kingdra Barraskewda Jirachi GreatTusk ,DracoMeteor FlashCannon BodyPress ElectroShot 
Jirachi,SereneGrace,ShucaBerry,Pelipper Kingdra Barraskewda Archaludon GreatTusk ,StealthRock IronHead Uturn HealingWish 
GreatTusk,Protosynthesis,AssaultVest,Pelipper Kingdra Barraskewda Archaludon Jirachi ,HeadlongRush CloseCombat KnockOff RapidSpin 
SamurottHisui,Sharpness,ChoiceScarf,Rillaboom Hawlucha Comfey GreatTusk Heatran ,AquaCutter SacredSword CeaselessEdge KnockOff 
Rillaboom,GrassySurge,ChoiceBand,SamurottHisui Hawlucha Comfey GreatTusk Heatran ,WoodHammer Uturn GrassyGlide KnockOff 
Hawlucha,Unburden,GrassySeed,SamurottHisui Rillaboom Comfey GreatTusk Heatran ,SwordsDance Acrobatics CloseCombat Encore 
Comfey,Triage,GrassySeed,SamurottHisui Rillaboom Hawlucha GreatTusk Heatran ,CalmMind DrainingKiss StoredPower Synthesis 
GreatTusk,Protosynthesis,Leftovers,SamurottHisui Rillaboom Hawlucha Comfey Heatran ,BulkUp HeadlongRush IceSpinner RapidSpin 
Heatran,FlashFire,AirBalloon,SamurottHisui Rillaboom Hawlucha Comfey GreatTusk ,StealthRock MagmaStorm Taunt EarthPower 
Pelipper,Drizzle,DampRock,Barraskewda Archaludon IronTreads RagingBolt Greninja ,Surf Uturn Hurricane Roost 
Barraskewda,SwiftSwim,ChoiceBand,Pelipper Archaludon IronTreads RagingBolt Greninja ,Liquidation FlipTurn AquaJet CloseCombat 
Archaludon,Stamina,AssaultVest,Pelipper Barraskewda IronTreads RagingBolt Greninja ,DracoMeteor FlashCannon ElectroShot BodyPress 
IronTreads,QuarkDrive,EjectButton,Pelipper Barraskewda Archaludon RagingBolt Greninja ,EarthPower RapidSpin StealthRock VoltSwitch 
RagingBolt,Protosynthesis,BoosterEnergy,Pelipper Barraskewda Archaludon IronTreads Greninja ,CalmMind Thunderclap WeatherBall DragonPulse 
Greninja,BattleBond,LifeOrb,Pelipper Barraskewda Archaludon IronTreads RagingBolt ,Surf WaterShuriken IceBeam DarkPulse 
Glimmora,ToxicDebris,FocusSash,Kingambit Kyurem Volcarona GreatTusk IronValiant ,StealthRock MortalSpin PowerGem EarthPower 
Kingambit,SupremeOverlord,BlackGlasses,Glimmora Kyurem Volcarona GreatTusk IronValiant ,SwordsDance KowtowCleave LowKick SuckerPunch 
Kyurem,Pressure,LoadedDice,Glimmora Kingambit Volcarona GreatTusk IronValiant ,DragonDance ScaleShot IcicleSpear TeraBlast 
Volcarona,FlameBody,HeavyDutyBoots,Glimmora Kingambit Kyurem GreatTusk IronValiant ,QuiverDance Flamethrower BugBuzz TeraBlast 
GreatTusk,Protosynthesis,BoosterEnergy,Glimmora Kingambit Kyurem Volcarona IronValiant ,BulkUp RapidSpin IceSpinner HeadlongRush 
IronValiant,QuarkDrive,BoosterEnergy,Glimmora Kingambit Kyurem Volcarona GreatTusk ,CalmMind Substitute Moonblast ShadowBall 
Kingambit,SupremeOverlord,Leftovers,Glimmora Kyurem RoaringMoon IronValiant Scizor ,SuckerPunch IronHead SwordsDance KowtowCleave 
Glimmora,ToxicDebris,FocusSash,Kingambit Kyurem RoaringMoon IronValiant Scizor ,StealthRock MortalSpin MudShot PowerGem 
Kyurem,Pressure,LoadedDice,Kingambit Glimmora RoaringMoon IronValiant Scizor ,DragonDance ScaleShot IcicleSpear TeraBlast 
RoaringMoon,Protosynthesis,BoosterEnergy,Kingambit Glimmora Kyurem IronValiant Scizor ,KnockOff Taunt Acrobatics DragonDance 
IronValiant,QuarkDrive,BoosterEnergy,Kingambit Glimmora Kyurem RoaringMoon Scizor ,CalmMind Moonblast Psyshock ShadowBall 
Scizor,Technician,LifeOrb,Kingambit Glimmora Kyurem RoaringMoon IronValiant ,SwordsDance BulletPunch CloseCombat KnockOff 
NinetalesAlola,SnowWarning,LightClay,Tyranitar Incineroar Zapdos Amoonguss Milotic ,AuroraVeil Blizzard WeatherBall DazzlingGleam 
Tyranitar,SandStream,ChopleBerry,NinetalesAlola Incineroar Zapdos Amoonguss Milotic ,RockSlide Protect AquaTail FireFang 
Incineroar,Intimidate,FocusSash,NinetalesAlola Tyranitar Zapdos Amoonguss Milotic ,FakeOut SunnyDay FlareBlitz Crunch 
Zapdos,Static,RockyHelmet,NinetalesAlola Tyranitar Incineroar Amoonguss Milotic ,Thunderbolt Tailwind HeatWave Hurricane 
Amoonguss,Regenerator,SafetyGoggles,NinetalesAlola Tyranitar Incineroar Zapdos Milotic ,Spore RainDance RagePowder PollenPuff 
Milotic,Competitive,Leftovers,NinetalesAlola Tyranitar Incineroar Zapdos Amoonguss ,Blizzard WeatherBall Toxic Scald 
Dragapult,Infiltrator,Leftovers,Darkrai IronValiant Jirachi Serperior Thundurus ,DragonDarts Hex ThunderWave ConfuseRay 
Darkrai,BadDreams,Leftovers,Dragapult IronValiant Jirachi Serperior Thundurus ,DarkPulse ThunderWave ConfuseRay Substitute 
IronValiant,QuarkDrive,BoosterEnergy,Dragapult Darkrai Jirachi Serperior Thundurus ,Moonblast Hex ThunderWave ConfuseRay 
Jirachi,SereneGrace,Leftovers,Dragapult Darkrai IronValiant Serperior Thundurus ,IronHead BodySlam Wish Protect 
Serperior,Contrary,Leftovers,Dragapult Darkrai IronValiant Jirachi Thundurus ,LeafStorm Glare Substitute DragonPulse 
Thundurus,Prankster,HeavyDutyBoots,Dragapult Darkrai IronValiant Jirachi Serperior ,Swagger ThunderWave Thunderbolt TeraBlast 
Pelipper,Drizzle,DampRock,Barraskewda Archaludon Ludicolo IronTreads Keldeo ,Uturn Surf Hurricane KnockOff 
Barraskewda,SwiftSwim,ChoiceBand,Pelipper Archaludon Ludicolo IronTreads Keldeo ,AquaJet FlipTurn Liquidation CloseCombat 
Archaludon,Stamina,AssaultVest,Pelipper Barraskewda Ludicolo IronTreads Keldeo ,ElectroShot DracoMeteor Earthquake BodyPress 
Ludicolo,RainDish,Leftovers,Pelipper Barraskewda Archaludon IronTreads Keldeo ,LeechSeed Surf Encore GigaDrain 
IronTreads,QuarkDrive,Leftovers,Pelipper Barraskewda Archaludon Ludicolo Keldeo ,StealthRock RapidSpin Earthquake IronHead 
Keldeo,Justified,LifeOrb,Pelipper Barraskewda Archaludon Ludicolo IronTreads ,HydroPump SecretSword VacuumWave CalmMind 
Hatterene,MagicBounce,Leftovers,TingLu Volcanion Weavile SlowkingGalar Corviknight ,CalmMind DrainingKiss Psyshock MysticalFire 
TingLu,VesselofRuin,Leftovers,Hatterene Volcanion Weavile SlowkingGalar Corviknight ,StealthRock Earthquake Whirlwind Ruination 
Volcanion,WaterAbsorb,ChoiceSpecs,Hatterene TingLu Weavile SlowkingGalar Corviknight ,SteamEruption Flamethrower EarthPower SludgeWave 
Weavile,Pressure,HeavyDutyBoots,Hatterene TingLu Volcanion SlowkingGalar Corviknight ,TripleAxel IceShard KnockOff LowKick 
SlowkingGalar,Regenerator,HeavyDutyBoots,Hatterene TingLu Volcanion Weavile Corviknight ,FutureSight ChillyReception SludgeBomb ThunderWave 
Corviknight,Pressure,RockyHelmet,Hatterene TingLu Volcanion Weavile SlowkingGalar ,BodyPress Roost Defog Uturn 
Garganacl,PurifyingSalt,Leftovers,RagingBolt Rillaboom GreatTusk Heatran Enamorus ,SaltCure Recover IronDefense BodyPress 
RagingBolt,Protosynthesis,Leftovers,Garganacl Rillaboom GreatTusk Heatran Enamorus ,Taunt CalmMind Discharge DragonPulse 
Rillaboom,GrassySurge,ChoiceBand,Garganacl RagingBolt GreatTusk Heatran Enamorus ,GrassyGlide KnockOff WoodHammer Uturn 
GreatTusk,Protosynthesis,Leftovers,Garganacl RagingBolt Rillaboom Heatran Enamorus ,HeadlongRush IceSpinner KnockOff RapidSpin 
Heatran,FlameBody,Leftovers,Garganacl RagingBolt Rillaboom GreatTusk Enamorus ,MagmaStorm Taunt EarthPower StealthRock 
Enamorus,Contrary,ChoiceScarf,Garganacl RagingBolt Rillaboom GreatTusk Heatran ,Moonblast EarthPower TeraBlast HealingWish 
Kyurem,Pressure,NeverMeltIce,NinetalesAlola Volcarona IronBoulder Zamazenta Latias ,DragonDance IcicleSpear FreezeDry EarthPower 
NinetalesAlola,SnowWarning,LightClay,Kyurem Volcarona IronBoulder Zamazenta Latias ,AuroraVeil Encore FreezeDry Moonblast 
Volcarona,FlameBody,HeavyDutyBoots,Kyurem NinetalesAlola IronBoulder Zamazenta Latias ,QuiverDance FieryDance GigaDrain TeraBlast 
IronBoulder,QuarkDrive,BoosterEnergy,Kyurem NinetalesAlola Volcarona Zamazenta Latias ,SwordsDance MightyCleave Earthquake Substitute 
Zamazenta,DauntlessShield,Leftovers,Kyurem NinetalesAlola Volcarona IronBoulder Latias ,IronDefense BodyPress Crunch Substitute 
Latias,Levitate,LumBerry,Kyurem NinetalesAlola Volcarona IronBoulder Zamazenta ,CalmMind Agility StoredPower DrainingKiss 
DeoxysDefense,Pressure,MentalHerb,Conkeldurr Hatterene HoopaUnbound Mimikyu Ursaluna ,TrickRoom StealthRock Teleport Spikes 
Conkeldurr,Guts,FlameOrb,DeoxysDefense Hatterene HoopaUnbound Mimikyu Ursaluna ,MachPunch KnockOff Facade CloseCombat 
Hatterene,MagicBounce,FocusSash,DeoxysDefense Conkeldurr HoopaUnbound Mimikyu Ursaluna ,DrainingKiss MysticalFire TrickRoom HealingWish 
HoopaUnbound,Magician,RoomService,DeoxysDefense Conkeldurr Hatterene Mimikyu Ursaluna ,DarkPulse PsychicNoise BrickBreak TrickRoom 
Mimikyu,Disguise,LifeOrb,DeoxysDefense Conkeldurr Hatterene HoopaUnbound Ursaluna ,TrickRoom ShadowClaw PlayRough DestinyBond 
Ursaluna,Guts,FlameOrb,DeoxysDefense Conkeldurr Hatterene HoopaUnbound Mimikyu ,Facade HeadlongRush FirePunch SwordsDance 
